"mean energy","max energy","min infected","max infected","tick","run"
NaN,NaN,0.0,8.0,160.0,1
NaN,NaN,0.0,8.0,161.0,1
NaN,NaN,0.0,8.0,162.0,1
NaN,NaN,0.0,8.0,163.0,1
NaN,NaN,0.0,8.0,164.0,1
NaN,NaN,0.0,8.0,165.0,1
NaN,NaN,0.0,8.0,166.0,1
NaN,NaN,0.0,8.0,167.0,1
NaN,NaN,0.0,8.0,168.0,1
NaN,NaN,0.0,8.0,169.0,1
NaN,NaN,0.0,8.0,170.0,1
NaN,NaN,0.0,8.0,171.0,1
NaN,NaN,0.0,8.0,172.0,1
NaN,NaN,0.0,8.0,173.0,1
NaN,NaN,0.0,8.0,174.0,1
NaN,NaN,0.0,8.0,175.0,1
NaN,NaN,0.0,8.0,176.0,1
NaN,NaN,0.0,8.0,177.0,1
NaN,NaN,0.0,8.0,178.0,1
NaN,NaN,0.0,8.0,179.0,1
NaN,NaN,0.0,8.0,180.0,1
NaN,NaN,0.0,8.0,181.0,1
NaN,NaN,0.0,8.0,182.0,1
NaN,NaN,0.0,8.0,183.0,1
NaN,NaN,0.0,8.0,184.0,1
NaN,NaN,0.0,8.0,185.0,1
NaN,NaN,0.0,8.0,186.0,1
NaN,NaN,0.0,8.0,187.0,1
NaN,NaN,0.0,8.0,188.0,1
NaN,NaN,0.0,8.0,189.0,1
NaN,NaN,0.0,8.0,190.0,1
NaN,NaN,0.0,8.0,191.0,1
NaN,NaN,0.0,8.0,192.0,1
NaN,NaN,0.0,8.0,193.0,1
NaN,NaN,0.0,8.0,194.0,1
NaN,NaN,0.0,8.0,195.0,1
NaN,NaN,0.0,8.0,196.0,1
NaN,NaN,0.0,8.0,197.0,1
NaN,NaN,0.0,8.0,198.0,1
NaN,NaN,0.0,8.0,199.0,1
NaN,NaN,0.0,8.0,200.0,1
NaN,NaN,0.0,8.0,201.0,1
NaN,NaN,0.0,8.0,202.0,1
NaN,NaN,0.0,8.0,203.0,1
NaN,NaN,0.0,8.0,204.0,1
NaN,NaN,0.0,8.0,205.0,1
NaN,NaN,0.0,8.0,206.0,1
NaN,NaN,0.0,8.0,207.0,1
NaN,NaN,0.0,8.0,208.0,1
NaN,NaN,0.0,8.0,209.0,1
NaN,NaN,0.0,8.0,210.0,1
NaN,NaN,0.0,8.0,211.0,1
NaN,NaN,0.0,8.0,212.0,1
NaN,NaN,0.0,8.0,213.0,1
NaN,NaN,0.0,8.0,214.0,1
NaN,NaN,0.0,8.0,215.0,1
NaN,NaN,0.0,8.0,216.0,1
NaN,NaN,0.0,8.0,217.0,1
NaN,NaN,0.0,8.0,218.0,1
NaN,NaN,0.0,8.0,219.0,1
NaN,NaN,0.0,8.0,220.0,1
NaN,NaN,0.0,8.0,221.0,1
NaN,NaN,0.0,8.0,222.0,1
NaN,NaN,0.0,8.0,223.0,1
NaN,NaN,0.0,8.0,224.0,1
NaN,NaN,0.0,8.0,225.0,1
NaN,NaN,0.0,8.0,226.0,1
NaN,NaN,0.0,8.0,227.0,1
NaN,NaN,0.0,8.0,228.0,1
NaN,NaN,0.0,8.0,229.0,1
NaN,NaN,0.0,8.0,230.0,1
NaN,NaN,0.0,8.0,231.0,1
NaN,NaN,0.0,8.0,232.0,1
NaN,NaN,0.0,8.0,233.0,1
NaN,NaN,0.0,8.0,234.0,1
NaN,NaN,0.0,8.0,235.0,1
NaN,NaN,0.0,8.0,236.0,1
NaN,NaN,0.0,8.0,237.0,1
NaN,NaN,0.0,8.0,238.0,1
NaN,NaN,0.0,8.0,239.0,1
NaN,NaN,0.0,8.0,240.0,1
NaN,NaN,0.0,8.0,241.0,1
NaN,NaN,0.0,8.0,242.0,1
NaN,NaN,0.0,8.0,243.0,1
NaN,NaN,0.0,8.0,244.0,1
NaN,NaN,0.0,8.0,245.0,1
NaN,NaN,0.0,8.0,246.0,1
NaN,NaN,0.0,8.0,247.0,1
NaN,NaN,0.0,8.0,248.0,1
NaN,NaN,0.0,8.0,249.0,1
NaN,NaN,0.0,8.0,250.0,1
NaN,NaN,0.0,8.0,251.0,1
NaN,NaN,0.0,8.0,252.0,1
NaN,NaN,0.0,8.0,253.0,1
NaN,NaN,0.0,8.0,254.0,1
NaN,NaN,0.0,8.0,255.0,1
NaN,NaN,0.0,8.0,256.0,1
NaN,NaN,0.0,8.0,257.0,1
NaN,NaN,0.0,8.0,258.0,1
NaN,NaN,0.0,8.0,259.0,1
NaN,NaN,0.0,8.0,260.0,1
NaN,NaN,0.0,8.0,261.0,1
NaN,NaN,0.0,8.0,262.0,1
NaN,NaN,0.0,8.0,263.0,1
NaN,NaN,0.0,8.0,264.0,1
NaN,NaN,0.0,8.0,265.0,1
NaN,NaN,0.0,8.0,266.0,1
NaN,NaN,0.0,8.0,267.0,1
NaN,NaN,0.0,8.0,268.0,1
NaN,NaN,0.0,8.0,269.0,1
NaN,NaN,0.0,8.0,270.0,1
NaN,NaN,0.0,8.0,271.0,1
NaN,NaN,0.0,8.0,272.0,1
NaN,NaN,0.0,8.0,273.0,1
NaN,NaN,0.0,8.0,274.0,1
NaN,NaN,0.0,8.0,275.0,1
NaN,NaN,0.0,8.0,276.0,1
NaN,NaN,0.0,8.0,277.0,1
NaN,NaN,0.0,8.0,278.0,1
NaN,NaN,0.0,8.0,279.0,1
NaN,NaN,0.0,8.0,280.0,1
NaN,NaN,0.0,8.0,281.0,1
NaN,NaN,0.0,8.0,282.0,1
NaN,NaN,0.0,8.0,283.0,1
NaN,NaN,0.0,8.0,284.0,1
NaN,NaN,0.0,8.0,285.0,1
NaN,NaN,0.0,8.0,286.0,1
NaN,NaN,0.0,8.0,287.0,1
NaN,NaN,0.0,8.0,288.0,1
NaN,NaN,0.0,8.0,289.0,1
NaN,NaN,0.0,8.0,290.0,1
NaN,NaN,0.0,8.0,291.0,1
NaN,NaN,0.0,8.0,292.0,1
NaN,NaN,0.0,8.0,293.0,1
NaN,NaN,0.0,8.0,294.0,1
NaN,NaN,0.0,8.0,295.0,1
NaN,NaN,0.0,8.0,296.0,1
NaN,NaN,0.0,8.0,297.0,1
NaN,NaN,0.0,8.0,298.0,1
NaN,NaN,0.0,8.0,299.0,1
NaN,NaN,0.0,8.0,300.0,1
